1158,11763,17821
86,30,338
9,79,317
11,73,789
4,71,698
83,101,122
12,3,258
77,1,175
96,63,292
22,118,862
59,9,316
94,51,566
82,96,172
85,97,1158
64,43,319
65,148,209
25,110,714
24,35,329
10,62,1044
20,4,256
13,120,17
61,6,236
7,7,386
58,105,214
27,53,741
3,77,1157
34,51,1040
24,28,597
61,66,668
61,89,1024
100,110,123
49,39,557
40,19,789
91,2,877
11,49,849
39,64,825
3,90,426
58,148,222
88,75,328
37,125,140
18,82,42
62,46,890
53,11,357
45,110,580
14,96,420
22,24,642
8,99,287
98,101,839
37,117,355
41,90,95
80,153,461
50,51,941
8,19,78
83,147,407
20,60,893
72,103,114
7,38,923
44,98,853
51,10,714
11,133,963
28,1,928
98,6,1143
34,56,1114
70,90,120
25,113,209
6,55,819
97,93,640
1,73,249
81,141,177
80,153,873
22,129,582
95,32,1117
69,17,271
11,139,34
20,138,1078
91,48,54
18,137,184
57,11,472
66,113,884
74,55,228
37,81,890
69,7,1018
18,21,676
65,54,962
81,88,762
12,123,633
17,40,760
68,63,739
22,18,352
81,14,958
73,127,571
29,92,603
95,118,27
82,105,420
87,5,391
27,120,889
24,106,124
28,48,681
54,103,519
79,13,832
72,49,741
41,8,324
93,78,190
13,116,648
52,133,1133
79,69,176
53,146,827
61,14,190
80,6,134
84,96,671
10,57,644
98,130,443
55,45,950
53,20,703
35,69,1026
10,151,899
10,107,1083
63,124,445
81,133,687
45,13,692
23,151,998
36,77,737
76,2,137
41,47,567
36,19,716
71,95,573
84,25,995
49,98,745
35,89,152
46,135,606
94,86,1127
5,132,1067
61,37,1127
101,125,557
5,2,460
19,77,428
11,93,601
9,6,687
74,139,966
89,18,913
3,34,916
75,47,982
16,35,1039
35,81,549
81,2,596
21,120,148
73,84,710
85,40,113
63,137,1011
1,97,473
48,44,825
5,41,772
91,29,1010
46,129,725
32,153,638
47,10,824
40,53,1096
7,128,809
60,63,274
92,121,427
83,137,852
87,72,1077
95,113,556
87,142,1072
94,54,982
98,81,807
84,38,1024
74,28,227
10,49,8
74,78,590
70,76,1132
21,40,670
86,151,265
38,96,431
64,103,370
19,50,948
75,113,153
35,53,169
78,133,933
73,94,80
58,72,152
92,144,780
44,145,957
11,144,1016
35,133,1006
62,10,615
20,99,142
74,83,616
90,40,232
4,2,199
45,152,27
38,89,1076
25,115,828
72,43,572
54,103,21
31,121,816
63,145,1094
18,116,426
87,99,152
58,113,534
71,115,862
73,134,665
87,141,261
30,95,253
48,57,906
34,56,570
94,53,4
40,152,304
84,66,599
47,19,18
8,110,637
13,23,105
45,109,576
14,137,376
10,63,489
58,103,71
71,83,571
34,92,358
101,86,374
70,108,144
45,150,950
80,53,714
97,142,603
32,144,1055
64,29,252
54,68,896
18,70,1119
57,115,478
72,92,299
34,119,1101
69,66,1086
10,51,970
75,63,424
80,74,1096
62,66,286
25,6,630
66,67,294
100,18,353
5,32,883
61,3,816
83,32,587
100,5,142
9,73,1015
28,135,36
15,117,319
77,100,390
26,53,978
100,33,825
68,133,1089
64,147,23
32,47,94
67,72,200
16,2,346
27,37,284
73,14,357
38,140,426
40,150,1047
85,44,970
26,112,1100
71,32,87
48,107,294
51,152,240
9,122,1144
4,107,293
70,83,337
97,101,842
39,106,886
28,42,1058
55,95,619
97,49,391
32,1,479
39,15,101
84,103,387
30,40,940
49,77,684
69,121,863
12,42,924
50,110,949
61,26,307
10,107,9
30,8,762
41,17,617
64,69,33
90,58,992
50,78,876
81,37,57
51,37,270
11,50,207
24,32,172
29,142,938
45,93,172
101,134,943
47,53,685
71,14,323
22,1,1029
34,32,260
29,138,1149
54,150,840
83,52,1070
75,144,421
16,9,707
38,78,259
41,135,297
16,145,264
94,13,770
97,65,451
67,115,876
14,135,917
11,131,525
6,97,804
41,6,56
94,121,904
13,152,1
43,122,826
101,135,729
72,137,242
28,110,820
18,2,480
1,67,364
27,16,362
34,137,958
39,74,16
95,83,1140
30,126,363
49,153,143
44,85,1123
34,149,1008
5,61,584
74,23,810
7,20,132
2,42,242
93,40,666
19,13,561
70,83,126
92,48,148
94,70,671
83,139,930
18,152,302
23,130,585
